filter_path,filter_components,s4_pos,frequency_mhz,transimpedance_ohm,normalized_db,inside_manual_range
40 m,C89-8 / C89-11,2,16.46775,1165.13586,-0.0161427647,yes
40 m,C89-8 / C89-11,2,16.469375,1165.24085,-0.0153601085,yes
40 m,C89-8 / C89-11,2,16.471,1165.34664,-0.014571573,yes
40 m,C89-8 / C89-11,2,16.472625,1165.45323,-0.0137771573,yes
40 m,C89-8 / C89-11,2,16.47425,1165.56062,-0.0129768601,yes
40 m,C89-8 / C89-11,2,16.475875,1165.6688,-0.0121706804,yes
40 m,C89-8 / C89-11,2,16.4775,1165.77779,-0.011358617,yes
40 m,C89-8 / C89-11,2,16.479125,1165.88758,-0.0105406688,yes
40 m,C89-8 / C89-11,2,16.48075,1165.99816,-0.00971683457,yes
40 m,C89-8 / C89-11,2,16.482375,1166.10955,-0.00888711323,yes
40 m,C89-8 / C89-11,2,16.484,1166.22174,-0.00805150347,yes
40 m,C89-8 / C89-11,2,16.485625,1166.33473,-0.00721000428,yes
40 m,C89-8 / C89-11,2,16.48725,1166.44852,-0.00636261433,yes
40 m,C89-8 / C89-11,2,16.488875,1166.56312,-0.00550933254,yes
40 m,C89-8 / C89-11,2,16.4905,1166.67852,-0.00465015759,yes
40 m,C89-8 / C89-11,2,16.492125,1166.79472,-0.00378508839,yes
40 m,C89-8 / C89-11,2,16.49375,1166.91172,-0.00291412363,yes
40 m,C89-8 / C89-11,2,16.495375,1167.02953,-0.00203726218,yes
40 m,C89-8 / C89-11,2,16.497,1167.14814,-0.00115450258,yes
40 m,C89-8 / C89-11,2,16.498625,1167.26756,-0.000265843907,yes
40 m,C89-8 / C89-11,2,16.50025,1167.38778,0.000628715366,no
40 m,C89-8 / C89-11,2,16.501875,1167.50881,0.00152917631,no
40 m,C89-8 / C89-11,2,16.5035,1167.63065,0.00243554034,no
40 m,C89-8 / C89-11,2,16.505125,1167.75329,0.0033478086,no
40 m,C89-8 / C89-11,2,16.50675,1167.87674,0.00426598247,no
40 m,C89-8 / C89-11,2,16.508375,1168.00099,0.00519006319,no
40 m,C89-8 / C89-11,2,16.51,1168.12605,0.00612005203,no
40 m,C89-8 / C89-11,2,16.511625,1168.25193,0.00705595034,no
40 m,C89-8 / C89-11,2,16.51325,1168.37861,0.00799775942,no
40 m,C89-8 / C89-11,2,16.514875,1168.5061,0.00894548057,no
40 m,C89-8 / C89-11,2,16.5165,1168.63439,0.00989911522,no
40 m,C89-8 / C89-11,2,16.518125,1168.7635,0.0108586646,no
40 m,C89-8 / C89-11,2,16.51975,1168.89342,0.01182413,no
40 m,C89-8 / C89-11,2,16.521375,1169.02415,0.0127955129,no
40 m,C89-8 / C89-11,2,16.523,1169.15569,0.0137728146,no
40 m,C89-8 / C89-11,2,16.524625,1169.28805,0.0147560365,no
40 m,C89-8 / C89-11,2,16.52625,1169.42121,0.01574518,no
40 m,C89-8 / C89-11,2,16.527875,1169.55519,0.0167402464,no
40 m,C89-8 / C89-11,2,16.5295,1169.68998,0.0177412371,no
40 m,C89-8 / C89-11,2,16.531125,1169.82559,0.0187481536,no
40 m,C89-8 / C89-11,2,16.53275,1169.96201,0.0197609972,no
40 m,C89-8 / C89-11,2,16.534375,1170.09924,0.0207797693,no
40 m,C89-8 / C89-11,2,16.536,1170.23729,0.0218044714,no
40 m,C89-8 / C89-11,2,16.537625,1170.37615,0.0228351049,no
40 m,C89-8 / C89-11,2,16.53925,1170.51583,0.0238716713,no
40 m,C89-8 / C89-11,2,16.540875,1170.65633,0.0249141719,no
40 m,C89-8 / C89-11,2,16.5425,1170.79764,0.0259626083,no
40 m,C89-8 / C89-11,2,16.544125,1170.93977,0.0270169819,no
40 m,C89-8 / C89-11,2,16.54575,1171.08272,0.028077294,no
40 m,C89-8 / C89-11,2,16.547375,1171.22649,0.0291435464,no
40 m,C89-8 / C89-11,2,16.549,1171.37107,0.0302157404,no
40 m,C89-8 / C89-11,2,16.550625,1171.51648,0.0312938775,no
40 m,C89-8 / C89-11,2,16.55225,1171.66271,0.0323779593,no
40 m,C89-8 / C89-11,2,16.553875,1171.80975,0.0334679871,no
40 m,C89-8 / C89-11,2,16.5555,1171.95762,0.0345639626,no
40 m,C89-8 / C89-11,2,16.557125,1172.10631,0.0356658873,no
40 m,C89-8 / C89-11,2,16.55875,1172.25582,0.0367737626,no
40 m,C89-8 / C89-11,2,16.560375,1172.40615,0.0378875902,no
40 m,C89-8 / C89-11,2,16.562,1172.55731,0.0390073716,no
40 m,C89-8 / C89-11,2,16.563625,1172.70928,0.0401331083,no
40 m,C89-8 / C89-11,2,16.56525,1172.86209,0.0412648019,no
40 m,C89-8 / C89-11,2,16.566875,1173.01572,0.042402454,no
40 m,C89-8 / C89-11,2,16.5685,1173.17017,0.0435460661,no
40 m,C89-8 / C89-11,2,16.570125,1173.32545,0.0446956398,no
40 m,C89-8 / C89-11,2,16.57175,1173.48155,0.0458511768,no
40 m,C89-8 / C89-11,2,16.573375,1173.63849,0.0470126786,no
40 m,C89-8 / C89-11,2,16.575,1173.79624,0.0481801469,no
15 m,C89-7 / C89-10,4,11.925,823.592808,0.0871949352,no
15 m,C89-7 / C89-10,4,11.926625,823.393181,0.0850893484,no
15 m,C89-7 / C89-10,4,11.92825,823.194644,0.0829947441,no
15 m,C89-7 / C89-10,4,11.929875,822.997194,0.0809111153,no
15 m,C89-7 / C89-10,4,11.9315,822.800831,0.0788384554,no
15 m,C89-7 / C89-10,4,11.933125,822.605553,0.0767767575,no
15 m,C89-7 / C89-10,4,11.93475,822.411358,0.074726015,no
15 m,C89-7 / C89-10,4,11.936375,822.218246,0.072686221,no
15 m,C89-7 / C89-10,4,11.938,822.026214,0.070657369,no
15 m,C89-7 / C89-10,4,11.939625,821.835262,0.0686394524,no
15 m,C89-7 / C89-10,4,11.94125,821.645388,0.0666324645,no
15 m,C89-7 / C89-10,4,11.942875,821.456591,0.0646363987,no
15 m,C89-7 / C89-10,4,11.9445,821.26887,0.0626512487,no
15 m,C89-7 / C89-10,4,11.946125,821.082222,0.0606770079,no
15 m,C89-7 / C89-10,4,11.94775,820.896648,0.0587136698,no
15 m,C89-7 / C89-10,4,11.949375,820.712145,0.0567612282,no
15 m,C89-7 / C89-10,4,11.951,820.528712,0.0548196765,no
15 m,C89-7 / C89-10,4,11.952625,820.346348,0.0528890085,no
15 m,C89-7 / C89-10,4,11.95425,820.165052,0.0509692179,no
15 m,C89-7 / C89-10,4,11.955875,819.984822,0.0490602985,no
15 m,C89-7 / C89-10,4,11.9575,819.805657,0.0471622439,no
15 m,C89-7 / C89-10,4,11.959125,819.627556,0.0452750482,no
15 m,C89-7 / C89-10,4,11.96075,819.450518,0.043398705,no
15 m,C89-7 / C89-10,4,11.962375,819.274541,0.0415332083,no
15 m,C89-7 / C89-10,4,11.964,819.099624,0.0396785521,no
15 m,C89-7 / C89-10,4,11.965625,818.925765,0.0378347303,no
15 m,C89-7 / C89-10,4,11.96725,818.752965,0.0360017368,no
15 m,C89-7 / C89-10,4,11.968875,818.581221,0.0341795659,no
15 m,C89-7 / C89-10,4,11.9705,818.410531,0.0323682113,no
15 m,C89-7 / C89-10,4,11.972125,818.240896,0.0305676675,no
15 m,C89-7 / C89-10,4,11.97375,818.072314,0.0287779284,no
15 m,C89-7 / C89-10,4,11.975375,817.904784,0.0269989883,no
15 m,C89-7 / C89-10,4,11.977,817.738303,0.0252308414,no
15 m,C89-7 / C89-10,4,11.978625,817.572872,0.0234734819,no
15 m,C89-7 / C89-10,4,11.98025,817.40849,0.0217269041,no
15 m,C89-7 / C89-10,4,11.981875,817.245154,0.0199911025,no
15 m,C89-7 / C89-10,4,11.9835,817.082864,0.0182660712,no
15 m,C89-7 / C89-10,4,11.985125,816.921618,0.0165518048,no
15 m,C89-7 / C89-10,4,11.98675,816.761416,0.0148482976,no
15 m,C89-7 / C89-10,4,11.988375,816.602257,0.0131555442,no
15 m,C89-7 / C89-10,4,11.99,816.444139,0.0114735391,no
15 m,C89-7 / C89-10,4,11.991625,816.287061,0.00980227668,no
15 m,C89-7 / C89-10,4,11.99325,816.131022,0.00814175169,no
15 m,C89-7 / C89-10,4,11.994875,815.976022,0.00649195866,no
15 m,C89-7 / C89-10,4,11.9965,815.822058,0.00485289227,no
15 m,C89-7 / C89-10,4,11.998125,815.66913,0.00322454721,no
15 m,C89-7 / C89-10,4,11.99975,815.517237,0.00160691822,no
15 m,C89-7 / C89-10,4,12.001375,815.366377,0,yes
15 m,C89-7 / C89-10,4,12.003,815.216551,-0.00159621262,yes
15 m,C89-7 / C89-10,4,12.004625,815.067755,-0.00318172479,yes
15 m,C89-7 / C89-10,4,12.00625,814.919991,-0.00475654172,yes
15 m,C89-7 / C89-10,4,12.007875,814.773256,-0.00632066843,yes
15 m,C89-7 / C89-10,4,12.0095,814.62755,-0.00787411001,yes
15 m,C89-7 / C89-10,4,12.011125,814.482871,-0.00941687154,yes
15 m,C89-7 / C89-10,4,12.01275,814.339218,-0.0109489579,yes
15 m,C89-7 / C89-10,4,12.014375,814.196592,-0.0124703742,yes
15 m,C89-7 / C89-10,4,12.016,814.054989,-0.0139811253,yes
15 m,C89-7 / C89-10,4,12.017625,813.914411,-0.0154812161,yes
15 m,C89-7 / C89-10,4,12.01925,813.774855,-0.0169706514,yes
15 m,C89-7 / C89-10,4,12.020875,813.63632,-0.0184494361,yes
15 m,C89-7 / C89-10,4,12.0225,813.498806,-0.0199175749,yes
15 m,C89-7 / C89-10,4,12.024125,813.362312,-0.0213750726,yes
15 m,C89-7 / C89-10,4,12.02575,813.226837,-0.022821934,yes
15 m,C89-7 / C89-10,4,12.027375,813.092379,-0.0242581636,yes
15 m,C89-7 / C89-10,4,12.029,812.958938,-0.0256837662,yes
15 m,C89-7 / C89-10,4,12.030625,812.826514,-0.0270987464,yes
15 m,C89-7 / C89-10,4,12.03225,812.695104,-0.0285031087,yes
15 m,C89-7 / C89-10,4,12.033875,812.564708,-0.0298968577,yes
15 m,C89-7 / C89-10,4,12.0355,812.435326,-0.0312799978,yes
15 m,C89-7 / C89-10,4,12.037125,812.306956,-0.0326525337,yes
15 m,C89-7 / C89-10,4,12.03875,812.179597,-0.0340144696,yes
15 m,C89-7 / C89-10,4,12.040375,812.053249,-0.03536581,yes
15 m,C89-7 / C89-10,4,12.042,811.927911,-0.0367065594,yes
15 m,C89-7 / C89-10,4,12.043625,811.803581,-0.0380367219,yes
15 m,C89-7 / C89-10,4,12.04525,811.680259,-0.039356302,yes
15 m,C89-7 / C89-10,4,12.046875,811.557945,-0.0406653039,yes
15 m,C89-7 / C89-10,4,12.0485,811.436636,-0.0419637318,yes
15 m,C89-7 / C89-10,4,12.050125,811.316333,-0.0432515899,yes
15 m,C89-7 / C89-10,4,12.05175,811.197035,-0.0445288824,yes
15 m,C89-7 / C89-10,4,12.053375,811.078741,-0.0457956135,yes
15 m,C89-7 / C89-10,4,12.055,810.961449,-0.0470517871,yes
15 m,C89-7 / C89-10,4,12.056625,810.845159,-0.0482974074,yes
15 m,C89-7 / C89-10,4,12.05825,810.729871,-0.0495324785,yes
15 m,C89-7 / C89-10,4,12.059875,810.615584,-0.0507570043,yes
15 m,C89-7 / C89-10,4,12.0615,810.502296,-0.0519709887,yes
15 m,C89-7 / C89-10,4,12.063125,810.390007,-0.0531744357,yes
15 m,C89-7 / C89-10,4,12.06475,810.278716,-0.0543673492,yes
15 m,C89-7 / C89-10,4,12.066375,810.168423,-0.0555497331,yes
15 m,C89-7 / C89-10,4,12.068,810.059126,-0.0567215912,yes
15 m,C89-7 / C89-10,4,12.069625,809.950826,-0.0578829272,yes
15 m,C89-7 / C89-10,4,12.07125,809.84352,-0.059033745,yes
15 m,C89-7 / C89-10,4,12.072875,809.737209,-0.0601740482,yes
15 m,C89-7 / C89-10,4,12.0745,809.631891,-0.0613038405,yes
15 m,C89-7 / C89-10,4,12.076125,809.527567,-0.0624231257,yes
15 m,C89-7 / C89-10,4,12.07775,809.424235,-0.0635319073,yes
15 m,C89-7 / C89-10,4,12.079375,809.321894,-0.0646301889,yes
15 m,C89-7 / C89-10,4,12.081,809.220544,-0.0657179741,yes
15 m,C89-7 / C89-10,4,12.082625,809.120185,-0.0667952664,yes
15 m,C89-7 / C89-10,4,12.08425,809.020815,-0.0678620693,yes
15 m,C89-7 / C89-10,4,12.085875,808.922433,-0.0689183862,yes
15 m,C89-7 / C89-10,4,12.0875,808.82504,-0.0699642206,yes
15 m,C89-7 / C89-10,4,12.089125,808.728634,-0.0709995759,yes
15 m,C89-7 / C89-10,4,12.09075,808.633215,-0.0720244553,yes
15 m,C89-7 / C89-10,4,12.092375,808.538782,-0.0730388623,yes
15 m,C89-7 / C89-10,4,12.094,808.445334,-0.0740428001,yes
15 m,C89-7 / C89-10,4,12.095625,808.352871,-0.0750362721,yes
15 m,C89-7 / C89-10,4,12.09725,808.261392,-0.0760192813,yes
15 m,C89-7 / C89-10,4,12.098875,808.170897,-0.076991831,yes
15 m,C89-7 / C89-10,4,12.1005,808.081385,-0.0779539244,yes
15 m,C89-7 / C89-10,4,12.102125,807.992855,-0.0789055646,yes
15 m,C89-7 / C89-10,4,12.10375,807.905307,-0.0798467546,yes
15 m,C89-7 / C89-10,4,12.105375,807.81874,-0.0807774976,yes
15 m,C89-7 / C89-10,4,12.107,807.733154,-0.0816977965,yes
15 m,C89-7 / C89-10,4,12.108625,807.648547,-0.0826076544,yes
15 m,C89-7 / C89-10,4,12.11025,807.56492,-0.0835070741,yes
15 m,C89-7 / C89-10,4,12.111875,807.482271,-0.0843960587,yes
15 m,C89-7 / C89-10,4,12.1135,807.400601,-0.085274611,yes
15 m,C89-7 / C89-10,4,12.115125,807.319908,-0.0861427339,yes
15 m,C89-7 / C89-10,4,12.11675,807.240192,-0.0870004302,yes
15 m,C89-7 / C89-10,4,12.118375,807.161453,-0.0878477027,yes
15 m,C89-7 / C89-10,4,12.12,807.08369,-0.0886845542,yes
15 m,C89-7 / C89-10,4,12.121625,807.006903,-0.0895109873,yes
15 m,C89-7 / C89-10,4,12.12325,806.93109,-0.0903270048,yes
15 m,C89-7 / C89-10,4,12.124875,806.856252,-0.0911326094,yes
15 m,C89-7 / C89-10,4,12.1265,806.782387,-0.0919278036,yes
15 m,C89-7 / C89-10,4,12.128125,806.709496,-0.0927125901,yes
15 m,C89-7 / C89-10,4,12.12975,806.637578,-0.0934869715,yes
15 m,C89-7 / C89-10,4,12.131375,806.566632,-0.0942509503,yes
15 m,C89-7 / C89-10,4,12.133,806.496658,-0.0950045288,yes
15 m,C89-7 / C89-10,4,12.134625,806.427656,-0.0957477098,yes
15 m,C89-7 / C89-10,4,12.13625,806.359625,-0.0964804955,yes
15 m,C89-7 / C89-10,4,12.137875,806.292564,-0.0972028883,yes
15 m,C89-7 / C89-10,4,12.1395,806.226473,-0.0979148907,yes
15 m,C89-7 / C89-10,4,12.141125,806.161351,-0.098616505,yes
15 m,C89-7 / C89-10,4,12.14275,806.097199,-0.0993077335,yes
15 m,C89-7 / C89-10,4,12.144375,806.034015,-0.0999885784,yes
15 m,C89-7 / C89-10,4,12.146,805.9718,-0.100659042,yes
15 m,C89-7 / C89-10,4,12.147625,805.910553,-0.101319126,yes
15 m,C89-7 / C89-10,4,12.14925,805.850272,-0.101968834,yes
15 m,C89-7 / C89-10,4,12.150875,805.790959,-0.102608167,yes
15 m,C89-7 / C89-10,4,12.1525,805.732613,-0.103237127,yes
15 m,C89-7 / C89-10,4,12.154125,805.675232,-0.103855716,yes
15 m,C89-7 / C89-10,4,12.15575,805.618818,-0.104463937,yes
15 m,C89-7 / C89-10,4,12.157375,805.563368,-0.105061791,yes
15 m,C89-7 / C89-10,4,12.159,805.508884,-0.105649281,yes
15 m,C89-7 / C89-10,4,12.160625,805.455365,-0.106226408,yes
15 m,C89-7 / C89-10,4,12.16225,805.402809,-0.106793175,yes
15 m,C89-7 / C89-10,4,12.163875,805.351218,-0.107349582,yes
15 m,C89-7 / C89-10,4,12.1655,805.30059,-0.107895633,yes
15 m,C89-7 / C89-10,4,12.167125,805.250925,-0.108431328,yes
15 m,C89-7 / C89-10,4,12.16875,805.202223,-0.10895667,yes
15 m,C89-7 / C89-10,4,12.170375,805.154484,-0.109471661,yes
15 m,C89-7 / C89-10,4,12.172,805.107706,-0.109976301,yes
15 m,C89-7 / C89-10,4,12.173625,805.061891,-0.110470593,yes
15 m,C89-7 / C89-10,4,12.17525,805.017037,-0.110954539,yes
15 m,C89-7 / C89-10,4,12.176875,804.973145,-0.11142814,yes
15 m,C89-7 / C89-10,4,12.1785,804.930213,-0.111891397,yes
15 m,C89-7 / C89-10,4,12.180125,804.888242,-0.112344313,yes
15 m,C89-7 / C89-10,4,12.18175,804.847231,-0.112786888,yes
15 m,C89-7 / C89-10,4,12.183375,804.807181,-0.113219125,yes
15 m,C89-7 / C89-10,4,12.185,804.76809,-0.113641024,yes
15 m,C89-7 / C89-10,4,12.186625,804.729958,-0.114052588,yes
15 m,C89-7 / C89-10,4,12.18825,804.692786,-0.114453817,yes
15 m,C89-7 / C89-10,4,12.189875,804.656573,-0.114844713,yes
15 m,C89-7 / C89-10,4,12.1915,804.621318,-0.115225277,yes
15 m,C89-7 / C89-10,4,12.193125,804.587022,-0.115595511,yes
15 m,C89-7 / C89-10,4,12.19475,804.553684,-0.115955415,yes
15 m,C89-7 / C89-10,4,12.196375,804.521305,-0.116304992,yes
15 m,C89-7 / C89-10,4,12.198,804.489883,-0.116644242,yes
15 m,C89-7 / C89-10,4,12.199625,804.459418,-0.116973166,yes
15 m,C89-7 / C89-10,4,12.20125,804.429911,-0.117291766,yes
15 m,C89-7 / C89-10,4,12.202875,804.401361,-0.117600042,yes
15 m,C89-7 / C89-10,4,12.2045,804.373768,-0.117897997,yes
15 m,C89-7 / C89-10,4,12.206125,804.347131,-0.11818563,yes
15 m,C89-7 / C89-10,4,12.20775,804.321451,-0.118462943,yes
15 m,C89-7 / C89-10,4,12.209375,804.296728,-0.118729937,yes
15 m,C89-7 / C89-10,4,12.211,804.272961,-0.118986613,yes
15 m,C89-7 / C89-10,4,12.212625,804.250149,-0.119232971,yes
15 m,C89-7 / C89-10,4,12.21425,804.228294,-0.119469013,yes
15 m,C89-7 / C89-10,4,12.215875,804.207394,-0.119694739,yes
15 m,C89-7 / C89-10,4,12.2175,804.18745,-0.119910151,yes
15 m,C89-7 / C89-10,4,12.219125,804.168461,-0.120115248,yes
15 m,C89-7 / C89-10,4,12.22075,804.150427,-0.120310033,yes
15 m,C89-7 / C89-10,4,12.222375,804.133349,-0.120494505,yes
15 m,C89-7 / C89-10,4,12.224,804.117225,-0.120668665,yes
15 m,C89-7 / C89-10,4,12.225625,804.102057,-0.120832515,yes
15 m,C89-7 / C89-10,4,12.22725,804.087843,-0.120986053,yes
15 m,C89-7 / C89-10,4,12.228875,804.074584,-0.121129282,yes
15 m,C89-7 / C89-10,4,12.2305,804.062279,-0.121262202,yes
15 m,C89-7 / C89-10,4,12.232125,804.050929,-0.121384813,yes
15 m,C89-7 / C89-10,4,12.23375,804.040533,-0.121497116,yes
15 m,C89-7 / C89-10,4,12.235375,804.031092,-0.121599111,yes
15 m,C89-7 / C89-10,4,12.237,804.022605,-0.121690799,yes
15 m,C89-7 / C89-10,4,12.238625,804.015071,-0.121772179,yes
15 m,C89-7 / C89-10,4,12.24025,804.008492,-0.121843254,yes
15 m,C89-7 / C89-10,4,12.241875,804.002868,-0.121904022,yes
15 m,C89-7 / C89-10,4,12.2435,803.998197,-0.121954484,yes
15 m,C89-7 / C89-10,4,12.245125,803.994479,-0.121994641,yes
15 m,C89-7 / C89-10,4,12.24675,803.991716,-0.122024492,yes
15 m,C89-7 / C89-10,4,12.248375,803.989907,-0.122044039,yes
15 m,C89-7 / C89-10,4,12.25,803.989052,-0.12205328,yes
15 m,C89-7 / C89-10,4,12.251625,803.98915,-0.122052217,yes
15 m,C89-7 / C89-10,4,12.25325,803.990202,-0.122040849,yes
15 m,C89-7 / C89-10,4,12.254875,803.992208,-0.122019176,yes
15 m,C89-7 / C89-10,4,12.2565,803.995168,-0.1219872,yes
15 m,C89-7 / C89-10,4,12.258125,803.999082,-0.121944918,yes
15 m,C89-7 / C89-10,4,12.25975,804.00395,-0.121892333,yes
15 m,C89-7 / C89-10,4,12.261375,804.009771,-0.121829443,yes
15 m,C89-7 / C89-10,4,12.263,804.016546,-0.121756248,yes
15 m,C89-7 / C89-10,4,12.264625,804.024275,-0.121672749,yes
15 m,C89-7 / C89-10,4,12.26625,804.032959,-0.121578945,yes
15 m,C89-7 / C89-10,4,12.267875,804.042596,-0.121474836,yes
15 m,C89-7 / C89-10,4,12.2695,804.053187,-0.121360422,yes
15 m,C89-7 / C89-10,4,12.271125,804.064732,-0.121235703,yes
15 m,C89-7 / C89-10,4,12.27275,804.077232,-0.121100678,yes
15 m,C89-7 / C89-10,4,12.274375,804.090686,-0.120955347,yes
15 m,C89-7 / C89-10,4,12.276,804.105094,-0.120799711,yes
15 m,C89-7 / C89-10,4,12.277625,804.120456,-0.120633767,yes
15 m,C89-7 / C89-10,4,12.27925,804.136773,-0.120457517,yes
15 m,C89-7 / C89-10,4,12.280875,804.154045,-0.12027096,yes
15 m,C89-7 / C89-10,4,12.2825,804.172271,-0.120074095,yes
15 m,C89-7 / C89-10,4,12.284125,804.191452,-0.119866921,yes
15 m,C89-7 / C89-10,4,12.28575,804.211588,-0.119649439,yes
15 m,C89-7 / C89-10,4,12.287375,804.232679,-0.119421648,yes
15 m,C89-7 / C89-10,4,12.289,804.254726,-0.119183547,yes
15 m,C89-7 / C89-10,4,12.290625,804.277727,-0.118935135,yes
15 m,C89-7 / C89-10,4,12.29225,804.301684,-0.118676413,yes
15 m,C89-7 / C89-10,4,12.293875,804.326597,-0.118407378,yes
15 m,C89-7 / C89-10,4,12.2955,804.352465,-0.118128032,yes
15 m,C89-7 / C89-10,4,12.297125,804.379289,-0.117838372,yes
15 m,C89-7 / C89-10,4,12.29875,804.40707,-0.117538398,yes
15 m,C89-7 / C89-10,4,12.300375,804.435806,-0.11722811,yes
15 m,C89-7 / C89-10,4,12.302,804.465499,-0.116907506,yes
15 m,C89-7 / C89-10,4,12.303625,804.496149,-0.116576586,yes
15 m,C89-7 / C89-10,4,12.30525,804.527755,-0.116235348,yes
15 m,C89-7 / C89-10,4,12.306875,804.560319,-0.115883792,yes
15 m,C89-7 / C89-10,4,12.3085,804.593839,-0.115521917,yes
15 m,C89-7 / C89-10,4,12.310125,804.628317,-0.115149723,yes
15 m,C89-7 / C89-10,4,12.31175,804.663753,-0.114767207,yes
15 m,C89-7 / C89-10,4,12.313375,804.700146,-0.114374368,yes
15 m,C89-7 / C89-10,4,12.315,804.737498,-0.113971207,yes
15 m,C89-7 / C89-10,4,12.316625,804.775808,-0.113557721,yes
15 m,C89-7 / C89-10,4,12.31825,804.815076,-0.11313391,yes
15 m,C89-7 / C89-10,4,12.319875,804.855304,-0.112699772,yes
15 m,C89-7 / C89-10,4,12.3215,804.89649,-0.112255306,yes
15 m,C89-7 / C89-10,4,12.323125,804.938635,-0.111800512,yes
15 m,C89-7 / C89-10,4,12.32475,804.981741,-0.111335387,yes
15 m,C89-7 / C89-10,4,12.326375,805.025806,-0.11085993,yes
15 m,C89-7 / C89-10,4,12.328,805.070831,-0.11037414,yes
15 m,C89-7 / C89-10,4,12.329625,805.116817,-0.109878016,yes
15 m,C89-7 / C89-10,4,12.33125,805.163763,-0.109371556,yes
15 m,C89-7 / C89-10,4,12.332875,805.211671,-0.108854759,yes
15 m,C89-7 / C89-10,4,12.3345,805.260539,-0.108327624,yes
15 m,C89-7 / C89-10,4,12.336125,805.31037,-0.107790148,yes
15 m,C89-7 / C89-10,4,12.33775,805.361162,-0.107242331,yes
15 m,C89-7 / C89-10,4,12.339375,805.412917,-0.10668417,yes
15 m,C89-7 / C89-10,4,12.341,805.465634,-0.106115665,yes
15 m,C89-7 / C89-10,4,12.342625,805.519314,-0.105536814,yes
15 m,C89-7 / C89-10,4,12.34425,805.573958,-0.104947614,yes
15 m,C89-7 / C89-10,4,12.345875,805.629565,-0.104348065,yes
15 m,C89-7 / C89-10,4,12.3475,805.686136,-0.103738164,yes
15 m,C89-7 / C89-10,4,12.349125,805.743672,-0.10311791,yes
15 m,C89-7 / C89-10,4,12.35075,805.802172,-0.102487301,yes
15 m,C89-7 / C89-10,4,12.352375,805.861638,-0.101846336,yes
15 m,C89-7 / C89-10,4,12.354,805.922068,-0.101195012,yes
15 m,C89-7 / C89-10,4,12.355625,805.983465,-0.100533327,yes
15 m,C89-7 / C89-10,4,12.35725,806.045829,-0.0998612805,yes
15 m,C89-7 / C89-10,4,12.358875,806.109158,-0.0991788694,yes
15 m,C89-7 / C89-10,4,12.3605,806.173455,-0.098486092,yes
15 m,C89-7 / C89-10,4,12.362125,806.23872,-0.0977829464,yes
15 m,C89-7 / C89-10,4,12.36375,806.304952,-0.0970694306,yes
15 m,C89-7 / C89-10,4,12.365375,806.372153,-0.0963455424,yes
15 m,C89-7 / C89-10,4,12.367,806.440323,-0.0956112798,yes
15 m,C89-7 / C89-10,4,12.368625,806.509462,-0.0948666406,yes
15 m,C89-7 / C89-10,4,12.37025,806.57957,-0.0941116227,yes
15 m,C89-7 / C89-10,4,12.371875,806.650649,-0.0933462239,yes
15 m,C89-7 / C89-10,4,12.3735,806.722698,-0.092570442,yes
15 m,C89-7 / C89-10,4,12.375125,806.795719,-0.0917842748,yes
15 m,C89-7 / C89-10,4,12.37675,806.869711,-0.0909877198,yes
15 m,C89-7 / C89-10,4,12.378375,806.944675,-0.0901807749,yes
15 m,C89-7 / C89-10,4,12.38,807.020612,-0.0893634377,yes
15 m,C89-7 / C89-10,4,12.381625,807.097521,-0.0885357057,yes
15 m,C89-7 / C89-10,4,12.38325,807.175404,-0.0876975766,yes
15 m,C89-7 / C89-10,4,12.384875,807.254262,-0.086849048,yes
15 m,C89-7 / C89-10,4,12.3865,807.334093,-0.0859901173,yes
15 m,C89-7 / C89-10,4,12.388125,807.4149,-0.085120782,yes
15 m,C89-7 / C89-10,4,12.38975,807.496683,-0.0842410396,yes
15 m,C89-7 / C89-10,4,12.391375,807.579441,-0.0833508876,yes
15 m,C89-7 / C89-10,4,12.393,807.663176,-0.0824503232,yes
15 m,C89-7 / C89-10,4,12.394625,807.747889,-0.0815393439,yes
15 m,C89-7 / C89-10,4,12.39625,807.833579,-0.0806179471,yes
15 m,C89-7 / C89-10,4,12.397875,807.920248,-0.0796861299,yes
15 m,C89-7 / C89-10,4,12.3995,808.007895,-0.0787438897,yes
15 m,C89-7 / C89-10,4,12.401125,808.096522,-0.0777912236,yes
15 m,C89-7 / C89-10,4,12.40275,808.186129,-0.076828129,yes
15 m,C89-7 / C89-10,4,12.404375,808.276717,-0.0758546029,yes
15 m,C89-7 / C89-10,4,12.406,808.368286,-0.0748706425,yes
15 m,C89-7 / C89-10,4,12.407625,808.460836,-0.0738762449,yes
15 m,C89-7 / C89-10,4,12.40925,808.554369,-0.0728714071,yes
15 m,C89-7 / C89-10,4,12.410875,808.648886,-0.0718561263,yes
15 m,C89-7 / C89-10,4,12.4125,808.744386,-0.0708303993,yes
15 m,C89-7 / C89-10,4,12.414125,808.84087,-0.0697942233,yes
15 m,C89-7 / C89-10,4,12.41575,808.938339,-0.068747595,yes
15 m,C89-7 / C89-10,4,12.417375,809.036794,-0.0676905115,yes
15 m,C89-7 / C89-10,4,12.419,809.136235,-0.0666229695,yes
15 m,C89-7 / C89-10,4,12.420625,809.236663,-0.0655449661,yes
15 m,C89-7 / C89-10,4,12.42225,809.338078,-0.0644564977,yes
15 m,C89-7 / C89-10,4,12.423875,809.440482,-0.0633575615,yes
